folio,folio_agencia,referencia,auth,reserva,vendedor,concepto,pago_directo,pago_proveedor,pago_file,fecha,fecha_registro,cuenta_proceso,usuario_proceso,fecha_proceso,hora_proceso,monto,moneda,tipo_cambio,monto_recibido,cliente,forma_pago,banco,tarjeta,observaciones,serie_factura,folio_factura,cancelado,fecha_cancelacion,usuario_cancela,motivo_cancelacion,enviado,tiene_anexo,monedero,monto_monedero,folio_monedero,paypal,conekta,webpay,pol_vigencia,link_pago,pol_intento,pol_pagado,pol_fecha_pago,pol_codigo_auth,pol_tarjeta,pol_detalle_pago,pol_notas,pol_correo_enviado,token_pago
1500929,541,,,356,DianaM,"Vuelo LAX-JFK/David & Moisés Vainer",0,0,0,2025-05-19,2025-05-19,NAXU4RWI,SalvadorR,2025-05-27,16:38,3154.96,USD,1.00,3154.96,396155,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501489,542,,,356,DianaM,"Pago de Vuelo Miami/David Vainer",0,0,0,2025-05-09,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,16:42,145.00,USD,1.00,145.00,396155,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501490,543,,,356,DianaM,"Pago de vuelo LAX-JFK/Moisés Vainer",0,0,0,2025-05-20,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,16:40,220.00,USD,1.00,220.00,396155,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501530,544,,,353,DianaM,"Pago de vuelo Roma-Londres/Yulia T",0,0,0,2025-05-20,2025-05-20,NAXU4RWI,SalvadorR,2025-05-26,16:50,399.50,USD,1.00,399.50,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501541,545,,,353,DianaM,"EMD Vuelo Roma Londres/Yulia Terentyeva",0,0,0,2025-05-20,2025-05-20,NAXU4RWI,SalvadorR,2025-05-26,16:50,35.00,USD,1.00,35.00,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501547,546,,,353,DianaM,"Pago de vuelo JFK-FCO/Yulia Terentyeva",0,0,0,2025-05-20,2025-05-20,NAXU4RWI,SalvadorR,2025-05-26,16:50,2484.41,USD,1.00,2484.41,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501892,547,,,288,DianaM,"Pago del Vuelo ARN-CDG/Serapion & Tomas",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:12,973.00,USD,1.00,973.00,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501894,548,,,288,DianaM,"Pago de EMD y vuelo CDG-CPH-ARN/Serapion & Tomas",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:13,1050.20,USD,1.00,1050.20,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501955,549,,,288,DianaM,"Pago del vuelo Mykonos-Atenas-Copenhaguen/Serapion Fernandez",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:13,853.00,USD,1.00,853.00,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501979,550,,,288,DianaM,"Pago del vuelo Francia- Ámsterdam-Estocolmo-París/Serapion Fernandez",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:13,811.70,USD,1.00,811.70,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1501982,551,,,288,DianaM,"Pago del EMD y vuelo Copenhaguen-Estocolmo/Serapion Fernandez",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:14,418.70,USD,1.00,418.70,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1502003,552,,,288,DianaM,"Pago del vuelo Alicante-Ámsterdam/Serapion Fernandez",0,0,0,2025-05-09,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:14,402.10,USD,1.00,402.10,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1502023,553,,,288,DianaM,"Pago de EMD y vuelo CDG-CPH-ARN/Nicole Guillen",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:15,525.10,USD,1.00,525.10,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1502040,554,,,288,DianaM,"Pago del vuelo MEX-CDG-ARN-JFK",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:15,5390.83,USD,1.00,5390.83,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1502050,555,,,288,DianaM,"Vuelo Nueva York-México/Nicole Guillen",0,0,0,2025-04-26,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:15,885.53,USD,1.00,885.53,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1502053,556,,,288,DianaM,"Pago del vuelo Estocolmo-París/Serapion Fernandez",0,0,0,2025-05-09,2025-05-20,NAXU4RWI,SalvadorR,2025-05-27,17:14,487.40,USD,1.00,487.40,409525,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1502783,557,,,308,DianaM,"Pago de traslados en Washington",0,0,0,2025-05-21,2025-05-21,NAXU4RWI,SalvadorR,2025-05-26,16:52,373.39,USD,1.00,373.39,381152,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1502827,558,"VENTA DIRECTA",,309,DianaM,"Pago de EMD y vuelo LHR-MAD/Abraham, Yanina, Gab, Moisés, Bella",0,0,0,2025-05-21,2025-05-21,NAXU4RWI,SalvadorR,2025-05-27,17:06,975.50,USD,1.00,975.50,371219,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503050,559,"VENTA DIRECTA",,196,DianaM,"Pago de vuelos MEX-MIA-SJU-SXM-MIA-MEX",0,0,0,2025-05-21,2025-05-21,NAXU4RWI,SalvadorR,2025-05-28,08:59,4484.08,USD,1.00,4484.08,399922,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503054,560,"VENTA DIRECTA",,196,DianaM,"Pago de Vuelo San Juan-St Barth",0,0,0,2025-03-13,2025-05-21,NAXU4RWI,SalvadorR,2025-05-28,09:10,699.00,USD,1.00,699.00,399922,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503058,561,"VENTA DIRECTA",,196,DianaM,"Pago de vuelo St Barth-St Maarten",0,0,0,2025-05-21,2025-05-21,NAXU4RWI,SalvadorR,2025-05-30,13:02,297.20,USD,1.00,297.20,399922,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503060,562,"COBRADO - STRIPE",,196,DianaM,"Pago de fee de emisión de vuelos",0,0,0,2025-03-14,2025-05-21,80W66F5A,SalvadorR,2025-07-10,08:40,70.00,USD,1.00,70.00,399922,8W0,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503104,563,"VENTA DIRECTA",,124,MariaM,"Pago total de Sericios Triumph",0,0,0,2025-05-21,2025-05-21,NAXU4RWI,AriadnaR,2025-05-21,12:31,43992.00,USD,1.00,43992.00,389669,4E2,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503183,564,,,354,DianaM,"Pago del revisado del vuelo JFK-MEX/Camila Vainer",0,0,0,2025-05-22,2025-05-21,NAXU4RWI,SalvadorR,2025-05-27,16:53,202.10,USD,1.00,202.10,377394,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503206,565,"VENTA DIRECTA",,279,LucianaE,"CAMBIO A PENINSULA",0,0,0,2025-05-21,2025-05-21,NAXU4RWI,SalvadorR,2025-07-10,08:43,3181.55,USD,1.00,3181.55,409018,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503230,566,,,167,ClaudiaF,"Hospedaje Ritz Carlton Key Biscayne",0,0,0,2025-03-06,2025-05-21,NAXU4RWI,SalvadorR,2025-05-27,16:16,2611.43,USD,1.00,2611.43,395453,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503234,567,,,279,LucianaE,"PAGO LAQUEREWARE",0,0,0,2025-05-21,2025-05-21,,,0000-00-00,,625.00,USD,1.00,625.00,409018,HHW,,,,,0,1,2025-06-09,SalvadorR,"SE SUSTITUYE POR RC762 DEPOSITARON 542.03 EUR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503239,568,,,172,LucianaE,"PAGO AMANJIWO",0,0,0,2025-05-02,2025-05-21,,,0000-00-00,,4599.00,USD,1.00,4599.00,395771,HHW,,,"91520.10 MXN",,0,1,2025-06-09,SalvadorR,"SE SUSTITUYE POR RC763",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503240,569,,,172,LucianaE,"PAGO UPGRADE AMANJIWO",0,0,0,2025-05-21,2025-05-21,,,0000-00-00,,242.00,USD,1.00,242.00,395771,HHW,,,"4735.94 MXN",,0,1,2025-06-09,SalvadorR,"SE SUSTITUYE POR RC764",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503289,570,,,200,ClaudiaF,"Pago Gravity Haus Vail",0,0,0,2025-03-24,2025-05-21,NAXU4RWI,SalvadorR,2025-05-28,08:58,3998.77,USD,1.00,3998.77,400800,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503299,571,,,201,ClaudiaF,"Pago Gravity Haus Vail",0,0,0,2025-03-24,2025-05-21,NAXU4RWI,SalvadorR,2025-05-28,08:57,3998.77,USD,1.00,3998.77,394542,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503302,572,,,243,ClaudiaF,"Pago Hotel Unico Madrid",0,0,0,2025-05-17,2025-05-21,A7GG8C8Y,SalvadorR,2025-05-27,16:17,2683.84,EUR,1.00,2683.84,395453,4E2,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503314,573,,,251,ClaudiaF,"Pago Hotel Mama Shelter Roma",0,0,0,2025-05-18,2025-05-21,A7GG8C8Y,SalvadorR,2025-05-26,16:46,1686.00,EUR,1.00,1686.00,394544,4E2,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503315,574,,,251,ClaudiaF,"Pago Hotel Embassy Florencia",0,0,0,2025-05-21,2025-05-21,4WUD0O0Y,SalvadorR,2025-05-26,16:46,989.00,EUR,1.00,989.00,394544,4E2,,,,,0,1,2025-07-30,SalvadorR,"Se cancela a solicitud de Claudia",0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503967,575,"COBRADO - STRIPE",,360,DianaM,"Viaje Aspen",0,0,0,2025-05-21,2025-05-22,80W66F5A,SalvadorR,2025-05-23,15:22,717.00,USD,1.00,717.00,379980,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503968,576,"COBRADO - CIBANCO MXN",,301,DianaM,"Pago de servicios con operador",0,0,0,2025-05-19,2025-05-22,X40DP1R7,SalvadorR,2025-05-26,15:34,2408.68,MXN,19.63,47282.40,410611,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503971,577,"COBRADO - STRIPE",,360,DianaM,"Viaje Aspen 2 ",0,0,0,2025-05-21,2025-05-22,80W66F5A,SalvadorR,2025-05-23,15:51,717.00,USD,1.00,717.00,379980,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1503980,578,"COBRADO - CIBANCO MXN",,126,DianaM,"Pago servicios terrestres y hoteles  - Viaje a Italia",0,0,0,2025-05-14,2025-05-22,X40DP1R7,SalvadorR,2025-05-26,15:36,33784.83,MXN,22.81,770632.00,378596,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504000,579,"COBRADO - STRIPE",,359,MartinB,"Pago 50% de los servicios",0,0,0,2025-05-27,2025-05-22,80W66F5A,SalvadorR,2025-05-27,16:03,13274.34,USD,1.13,15000.00,414220,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504032,580,,,300,DianaM,"Pago de Eden Roma",0,0,0,2025-05-22,2025-05-22,NAXU4RWI,SalvadorR,2025-05-26,16:43,9056.20,USD,1.00,9056.20,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504035,581,,,300,DianaM,"Pago de AMAN en Venecia",0,0,0,2025-05-22,2025-05-22,NAXU4RWI,SalvadorR,2025-05-26,16:43,5517.00,USD,1.00,5517.00,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504276,582,"COBRADO - WISE USD",,329,MariaM,"Hotel Isabel Girao ",0,0,0,2025-05-22,2025-05-22,VR3GV6U0,SalvadorR,2025-05-27,14:00,8491.70,USD,1.00,8491.70,411880,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504290,583,"COBRADO - WISE USD",,329,MariaM,"Pago Hoteles Antonio y Rosario ",0,0,0,2025-05-22,2025-05-22,VR3GV6U0,SalvadorR,2025-05-27,14:01,8666.20,USD,1.00,8666.20,411880,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504302,584,"COBRADO - WISE USD",,329,MariaM,"Pago Hoteles Fernanda Rego",0,0,0,2025-05-27,2025-05-22,VR3GV6U0,SalvadorR,2025-06-04,12:50,8662.20,USD,1.00,8662.20,411880,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504305,585,"COBRADO - STRIPE",,354,DianaM,"Fee de emisión de vuelo y revisado de Camila Vainer",0,0,0,2025-05-22,2025-05-22,80W66F5A,SalvadorR,2025-05-23,16:13,70.00,USD,1.00,70.00,377394,8W0,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504306,586,,,354,DianaM,"Pago de vuelo Vuelo JFK-MEX/Liora & Sharon",0,0,0,2025-05-22,2025-05-22,NAXU4RWI,SalvadorR,2025-05-27,16:53,535.20,USD,1.00,535.20,377394,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504309,587,"COBRADO - WISE USD",,329,MariaM,"Pago Hoteles Isabel Telo",0,0,0,2025-05-23,2025-05-22,VR3GV6U0,SalvadorR,2025-05-27,14:02,4190.60,USD,1.00,4190.60,411880,HHW,Santander,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504323,588,"COBRADO -WISE EUR",,329,MariaM,"Pago total de estancia",0,0,0,2025-05-22,2025-05-22,6L931A9I,SalvadorR,2025-05-22,16:23,4388.76,EUR,0.89,3906.00,411880,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504326,589,,,361,DianaM,"Pago del Vuelo MEX-SFO-SIN-SFO-MEX/Moisés Vainer",0,0,0,2025-05-22,2025-05-22,NAXU4RWI,SalvadorR,2025-05-27,16:44,6673.67,USD,1.00,6673.67,377394,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504328,590,"COBRADO - STRIPE",,361,DianaM,"Fee de emisión del Vuelo MEX-SFO-SIN-SFO-MEX/Moisés Vainer",0,0,0,2025-05-21,2025-05-22,80W66F5A,SalvadorR,2025-07-10,13:20,35.00,USD,1.00,35.00,377394,8W0,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504362,591,,,202,DianaM,"Pago del Vuelo CDG-RAK-CDG",0,0,0,2025-05-22,2025-05-22,NAXU4RWI,SalvadorR,2025-05-26,16:54,707.10,USD,1.00,707.10,400928,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504368,592,,,202,DianaM,"Pago de fee de emisión Vuelo CDG-RAK-CDG",0,0,0,2025-05-22,2025-05-22,,,0000-00-00,,105.00,USD,1.00,105.00,400928,8W0,,,,,0,1,2025-07-10,SalvadorR,"No se cobro AUTH Marc",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504398,593,,,202,DianaM,"Fee de emisión Vuelo MEX-CDG-MEX/Melissa Losada",0,0,0,2025-05-22,2025-05-22,,,0000-00-00,,35.00,USD,1.00,35.00,400928,8W0,,,,,0,1,2025-07-10,SalvadorR,"No se cobro AUTH Marc",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504413,594,,,202,DianaM,"Pago del Vuelo CDG-RAK-CDG",0,0,0,2025-02-27,2025-05-22,NAXU4RWI,SalvadorR,2025-05-27,16:13,3824.70,USD,1.00,3824.70,400928,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504433,595,,,202,DianaM,"Pago del vuelo MEX-CDG-MEX/Melissa Losada",0,0,0,2025-02-27,2025-05-22,NAXU4RWI,SalvadorR,2025-05-27,16:14,4828.93,USD,1.00,4828.93,400928,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504436,596,,,202,DianaM,"Pago de fee de emisión Vuelo CDG-RAK-CDG(ORIGINAL)",0,0,0,2025-05-22,2025-05-22,,,0000-00-00,,105.00,USD,1.00,105.00,400928,8W0,,,,,0,1,2025-07-10,SalvadorR,"No se cobro AUTH Marc",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504476,597,"VENTA DIRECTA",,44,DianaM,"Pago de vuelos con British Airways",0,0,0,2024-11-29,2025-05-22,NAXU4RWI,SalvadorR,2025-05-28,09:33,959.60,USD,1.00,959.60,382236,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504478,598,"VENTA DIRECTA",,44,DianaM,"Pago de vuelos con Swiss International",0,0,0,2024-11-29,2025-05-22,NAXU4RWI,SalvadorR,2025-05-28,09:35,2953.20,USD,1.00,2953.20,382236,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504480,599,,,44,DianaM,"Pago de fee de emisión de vuelos",0,0,0,2025-05-22,2025-05-22,,,0000-00-00,,70.00,USD,1.00,70.00,382236,8W0,,,,,0,1,2025-06-23,AriadnaR,.,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1504529,600,,,62,LucianaE,"HAKONE HATSUHANA",0,0,0,2025-04-05,2025-05-22,NAXU4RWI,SalvadorR,2025-05-27,16:10,1430.04,USD,1.00,1430.04,384520,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1505295,601,"COBRADO - CHASE ",,364,LucianaE,"PAGO TRENES",0,0,0,2025-05-23,2025-05-23,80W66F5A,SalvadorR,2025-05-26,07:59,1230.00,USD,1.00,1230.00,414453,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1505361,602,"COBRADO - STRIPE",,221,MariaM,"Pago de Saldo total de Viaje ",0,0,0,2025-05-28,2025-05-23,80W66F5A,SalvadorR,2025-05-29,14:03,11509.00,USD,1.00,11509.00,403890,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1505369,603,,,221,MariaM,"Pago de Saldo restante de Servcios",0,0,0,2025-05-23,2025-05-23,,,0000-00-00,,11509.00,USD,1.00,11509.00,403890,8W0,,,,,0,1,2025-05-23,AriadnaR,"DUPLICADO CON EL RECIBO No. 602 - AR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1505371,604,,,221,MariaM,"Pago de Saldo Resto de Servcios",0,0,0,2025-05-23,2025-05-23,,,0000-00-00,,11509.00,USD,1.00,11509.00,403890,8W0,,,,,0,1,2025-05-23,AriadnaR,"DUPLICADO CON EL RECIBO No. 602 - AR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1505579,605,,,163,DianaM,"Pago de cliente",0,0,0,2025-05-23,2025-05-23,,,0000-00-00,,7684.43,MXN,19.52,150000.00,394464,HHW,,,,,0,1,2025-05-23,SalvadorR,"SE SUSTITUYE POR EL RC605",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1505592,606,"COBRADO - CIBANCO MXN",,163,DianaM,"Pago de cliente 1 - 23 mayo",0,0,0,2025-05-23,2025-05-23,X40DP1R7,SalvadorR,2025-05-26,15:30,6723.44,MXN,22.31,150000.00,394464,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1505598,607,"COBRADO - CIBANCO MXN",,163,DianaM,"Pago de cliente 2 - 23 mayo",0,0,0,2025-05-23,2025-05-23,X40DP1R7,SalvadorR,2025-05-26,15:31,1062.57,MXN,22.31,23706.00,394464,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1506561,608,,,259,MartinB,"Reembolso billete",0,0,0,2025-05-13,2025-05-26,NAXU4RWI,SalvadorR,2025-05-27,16:09,-1215.90,USD,1.00,-1215.90,407847,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1506911,609,,,136,DianaM,"Pago de vuelos MEX-NRT-MEX/6pax",0,0,0,2025-05-26,2025-05-26,NAXU4RWI,SalvadorR,2025-06-04,10:09,55313.36,USD,1.00,55313.36,391753,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1506996,610,"COBRADO - STRIPE",,245,DianaM,"Pago de servicios",0,0,0,2025-03-25,2025-05-26,80W66F5A,SalvadorR,2025-05-26,13:29,3468.35,USD,1.09,3777.00,389657,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507027,611,"COBRADO - STRIPE",,170,SalvadorR,"PAGO 3",0,0,0,2025-05-06,2025-05-26,80W66F5A,SalvadorR,2025-05-26,13:37,1248.00,USD,1.12,1396.63,394542,8W0,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507049,612,,,136,DianaM,"Vuelo LAX-HND-LAX/4pax",0,0,0,2025-05-26,2025-05-26,NAXU4RWI,SalvadorR,2025-06-04,09:44,28431.44,USD,1.00,28431.44,391753,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507055,613,,,136,DianaM,"Revisado de vuelo LAX-HND-NRT-SAN/Veronica y Regina",0,0,0,2025-05-26,2025-05-26,NAXU4RWI,SalvadorR,2025-06-04,10:08,1011.90,USD,1.00,1011.90,391753,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507145,614,,,300,DianaM,"Pago de hospedaje Reschio",0,0,0,2025-05-26,2025-05-26,NAXU4RWI,SalvadorR,2025-05-26,16:43,6725.40,USD,1.00,6725.40,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507188,615,,,368,DianaM,"Pago de hospedaje",0,0,0,2025-05-26,2025-05-26,NAXU4RWI,SalvadorR,2025-05-26,16:41,1680.00,USD,1.00,1680.00,392454,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507194,616,,,165,DianaM,"Pago de hospedaje",0,0,0,2025-05-26,2025-05-26,NAXU4RWI,SalvadorR,2025-05-26,16:40,2277.39,USD,1.00,2277.39,394491,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507413,617,,,245,DianaM,"Pago de hospedaje",0,0,0,2025-05-26,2025-05-26,A7GG8C8Y,SalvadorR,2025-05-27,16:24,6874.00,EUR,1.00,6874.00,389657,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507420,618,,,245,DianaM,"Pago de hospedaje",0,0,0,2025-05-26,2025-05-26,A7GG8C8Y,SalvadorR,2025-05-27,16:25,15562.00,EUR,1.00,15562.00,389657,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1507696,619,,,120,LucianaE,"PAGO HOTEL VENEZIA",0,0,0,2025-04-29,2025-05-26,NAXU4RWI,SalvadorR,2025-05-27,16:27,1317.60,USD,1.00,1317.60,389268,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
